"""siteid""","""sitename""","""monitordate""","""aqi""","""so2subindex""","""cosubindex""","""o3subindex""","""pm10subindex""","""no2subindex""","""o38subindex""","""pm25subindex"""
32,西屯,2023-01-01,46,2,2,,28,22,31,46
40,朴子,2023-01-01,58,2,2,,36,12,36,58
71,復興,2023-01-01,99,5,9,,61,45,,99
9,林口,2023-01-01,36,0,2,,13,12,36,24
45,安南,2023-01-01,67,2,3,,41,17,31,67
4,新店,2023-01-01,33,0,2,,11,17,33,19
11,士林,2023-01-01,39,2,1,,15,8,39,28
27,三義,2023-01-01,38,2,3,,18,17,31,38
48,橋頭,2023-01-01,82,5,3,,55,25,26,82
28,豐原,2023-01-01,63,5,3,,28,22,16,63
15,松山,2023-01-01,36,2,2,,17,25,36,28
37,斗六,2023-01-01,77,5,5,,44,20,31,77
64,陽明,2023-01-01,43,2,1,,6,3,43,7
85,大城,2023-01-01,46,0,1,,32,5,44,46
53,楠梓,2023-01-01,84,8,5,,51,28,25,84
47,美濃,2023-01-01,80,2,5,,45,17,29,80
20,平鎮,2023-01-01,37,2,2,,9,13,37,33
49,仁武,2023-01-01,97,5,5,,49,30,22,97
24,新竹,2023-01-01,33,2,2,,9,18,33,21
75,馬祖,2023-01-01,52,2,2,,26,7,46,52
57,前鎮,2023-01-01,110,8,7,,64,37,,110
61,恆春,2023-01-01,41,2,1,,2,2,41,5
41,臺西,2023-01-01,52,2,2,,36,8,,52
6,板橋,2023-01-01,33,2,3,,11,23,33,33
80,關山,2023-01-01,31,0,2,,3,7,31,17
83,麥寮,2023-01-01,48,2,2,,37,8,,48
62,臺東,2023-01-01,31,0,2,,7,8,31,9
42,嘉義,2023-01-01,74,10,5,,43,23,27,74
14,古亭,2023-01-01,34,2,2,,14,15,34,31
2,汐止,2023-01-01,38,2,2,,13,17,38,25
3,萬里,2023-01-01,42,8,2,,32,23,42,36
22,湖口,2023-01-01,35,2,2,,13,10,35,20
7,新莊,2023-01-01,35,2,2,,15,17,35,19
26,苗栗,2023-01-01,50,5,3,,25,27,29,50
38,崙背,2023-01-01,57,5,3,,40,18,34,57
1,基隆,2023-01-01,39,5,3,,17,23,39,31
59,屏東,2023-01-01,107,2,6,,64,27,30,107
43,新營,2023-01-01,62,2,3,,38,18,31,62
58,小港,2023-01-01,109,5,7,,59,50,23,109
19,觀音,2023-01-01,39,2,1,,31,12,39,38
67,三重,2023-01-01,48,0,9,,18,48,,32
65,宜蘭,2023-01-01,32,2,2,,10,20,32,27
52,林園,2023-01-01,103,8,5,,69,43,33,103
50,鳳山,2023-01-01,118,8,8,,60,50,,118
46,臺南,2023-01-01,83,2,5,,41,27,27,83
35,二林,2023-01-01,58,8,3,,42,20,37,58
56,前金,2023-01-01,107,5,6,,58,33,26,107
51,大寮,2023-01-01,109,5,5,,60,35,30,109
84,富貴角,2023-01-01,46,0,1,,46,3,45,
21,龍潭,2023-01-01,35,0,2,,5,12,35,10
25,頭份,2023-01-01,31,2,3,,11,30,,31
68,中壢,2023-01-01,33,2,7,,15,33,,29
30,大里,2023-01-01,67,2,6,,37,32,26,67
10,淡水,2023-01-01,37,2,2,,10,18,37,23
29,沙鹿,2023-01-01,46,5,2,,34,15,36,46
31,忠明,2023-01-01,47,5,3,,26,25,30,47
12,中山,2023-01-01,33,2,3,,16,32,33,27
69,竹山,2023-01-01,91,2,5,,47,27,30,91
78,馬公,2023-01-01,74,2,2,,46,8,44,74
16,大同,2023-01-01,39,2,5,,26,38,,39
72,埔里,2023-01-01,75,2,6,,32,25,20,75
34,線西,2023-01-01,54,10,3,,35,18,,54
13,萬華,2023-01-01,34,2,3,,13,27,34,30
36,南投,2023-01-01,70,5,5,,38,27,25,70
44,善化,2023-01-01,64,5,3,,37,23,29,64
8,菜寮,2023-01-01,35,0,2,,15,20,35,32
33,彰化,2023-01-01,54,2,3,,36,42,32,54
70,永和,2023-01-01,31,2,2,,13,13,,31
17,桃園,2023-01-01,35,2,2,,11,13,35,20
5,土城,2023-01-01,34,2,3,,11,18,34,18
66,冬山,2023-01-01,28,0,3,,10,28,27,21
39,新港,2023-01-01,62,2,3,,38,17,34,62
63,花蓮,2023-01-01,31,0,3,,12,27,31,19
18,大園,2023-01-01,34,12,2,,18,30,34,29
60,潮州,2023-01-01,114,5,5,,65,23,38,114
54,左營,2023-01-01,93,8,6,,56,33,26,93
23,竹東,2023-01-01,35,0,3,,10,20,31,35
77,金門,2023-01-01,49,5,2,,30,27,35,49
3,萬里,2023-01-02,49,5,2,,43,17,49,48
66,冬山,2023-01-02,31,0,2,,6,25,31,7
17,桃園,2023-01-02,36,2,5,,12,22,36,26
46,臺南,2023-01-02,72,0,5,,31,28,25,72
26,苗栗,2023-01-02,52,5,3,,21,28,38,52
4,新店,2023-01-02,38,2,3,,13,25,38,24
5,土城,2023-01-02,39,5,3,,13,22,39,20
25,頭份,2023-01-02,40,5,3,,17,25,,40
65,宜蘭,2023-01-02,31,2,2,,6,12,31,17
1,基隆,2023-01-02,47,5,2,,20,28,47,
6,板橋,2023-01-02,37,2,3,,13,30,37,35
16,大同,2023-01-02,51,2,7,,22,51,,42
45,安南,2023-01-02,55,2,2,,30,15,29,55
31,忠明,2023-01-02,44,5,3,,23,28,32,44
8,菜寮,2023-01-02,40,0,3,,13,33,40,31
33,彰化,2023-01-02,54,0,3,,31,32,32,54
68,中壢,2023-01-02,42,2,6,,18,42,,36
20,平鎮,2023-01-02,39,0,3,,13,25,37,39
24,新竹,2023-01-02,39,2,3,,16,18,39,37
23,竹東,2023-01-02,39,0,2,,11,17,39,30
62,臺東,2023-01-02,29,0,1,,5,10,29,3
13,萬華,2023-01-02,37,2,3,,12,37,37,34
61,恆春,2023-01-02,39,2,1,,0,0,39,1
36,南投,2023-01-02,53,2,3,,30,27,22,53
18,大園,2023-01-02,43,5,2,,22,23,43,39
19,觀音,2023-01-02,47,2,2,,27,10,46,47
7,新莊,2023-01-02,40,0,3,,14,27,40,26
54,左營,2023-01-02,75,2,3,,43,30,22,75
52,林園,2023-01-02,74,5,5,,47,43,27,74
44,善化,2023-01-02,54,2,2,,31,17,27,54
11,士林,2023-01-02,44,2,2,,13,13,44,26
9,林口,2023-01-02,41,0,2,,13,17,41,23
32,西屯,2023-01-02,49,2,2,,25,28,35,49
72,埔里,2023-01-02,35,2,5,,17,17,16,35
37,斗六,2023-01-02,56,2,3,,33,17,28,56
53,楠梓,2023-01-02,67,2,3,,39,28,20,67
28,豐原,2023-01-02,42,2,2,,17,22,18,42
58,小港,2023-01-02,81,2,5,,37,42,21,81
85,大城,2023-01-02,51,0,2,,32,7,48,51
41,臺西,2023-01-02,55,2,2,,33,5,,55
83,麥寮,2023-01-02,49,2,2,,34,8,,49
63,花蓮,2023-01-02,32,0,2,,8,30,32,10
84,富貴角,2023-01-02,61,0,2,,43,3,61,47
70,永和,2023-01-02,33,2,5,,14,32,,33
57,前鎮,2023-01-02,88,2,5,,43,37,,88
38,崙背,2023-01-02,59,2,2,,38,15,35,59
10,淡水,2023-01-02,45,2,2,,9,23,45,27
40,朴子,2023-01-02,55,2,2,,31,12,37,55
22,湖口,2023-01-02,44,2,2,,18,10,44,30
75,馬祖,2023-01-02,73,2,2,,34,12,48,73
2,汐止,2023-01-02,44,2,2,,15,27,44,32
60,潮州,2023-01-02,82,2,3,,44,28,32,82
80,關山,2023-01-02,31,0,1,,1,7,31,11
48,橋頭,2023-01-02,67,0,3,,44,28,20,67
35,二林,2023-01-02,51,5,3,,38,15,40,51
15,松山,2023-01-02,40,2,2,,18,40,40,33
42,嘉義,2023-01-02,58,12,3,,33,28,24,58
50,鳳山,2023-01-02,91,2,7,,47,43,,91
14,古亭,2023-01-02,40,2,3,,13,27,40,35
77,金門,2023-01-02,55,5,3,,29,18,39,55
27,三義,2023-01-02,37,2,2,,14,15,34,37
29,沙鹿,2023-01-02,43,2,2,,29,23,40,43
69,竹山,2023-01-02,58,2,3,,29,23,19,58
34,線西,2023-01-02,58,8,5,,34,22,,58
30,大里,2023-01-02,45,2,3,,27,30,25,45
39,新港,2023-01-02,60,2,3,,34,13,35,60
71,復興,2023-01-02,74,2,6,,43,40,,74
64,陽明,2023-01-02,48,2,2,,3,2,48,5
49,仁武,2023-01-02,77,2,3,,37,33,18,77
51,大寮,2023-01-02,82,2,5,,41,40,22,82
12,中山,2023-01-02,42,0,3,,14,42,36,24
47,美濃,2023-01-02,63,2,3,,30,15,18,63
67,三重,2023-01-02,55,0,12,,18,55,,30
43,新營,2023-01-02,57,2,3,,32,20,30,57
56,前金,2023-01-02,81,5,5,,43,30,22,81
21,龍潭,2023-01-02,39,2,2,,7,17,39,11
78,馬公,2023-01-02,51,0,2,,30,5,49,51
59,屏東,2023-01-02,66,2,3,,32,23,23,66
10,淡水,2023-01-03,40,2,2,,3,8,40,19
2,汐止,2023-01-03,38,5,2,,8,22,38,15
19,觀音,2023-01-03,42,5,2,,17,10,42,25
9,林口,2023-01-03,42,2,3,,9,42,36,14
1,基隆,2023-01-03,43,2,2,,13,7,43,
71,復興,2023-01-03,84,2,8,,48,50,,84
34,線西,2023-01-03,44,5,5,,23,22,,44
43,新營,2023-01-03,45,5,3,,28,27,31,45
48,橋頭,2023-01-03,69,2,3,,45,43,26,69
84,富貴角,2023-01-03,48,0,2,,29,3,48,30
42,嘉義,2023-01-03,45,22,5,,,32,26,45
75,馬祖,2023-01-03,51,2,2,,16,12,37,51
33,彰化,2023-01-03,38,2,3,,19,30,34,38
85,大城,2023-01-03,44,0,2,,22,8,44,40
8,菜寮,2023-01-03,37,0,5,,7,25,37,20
46,臺南,2023-01-03,73,2,8,,35,43,26,73
60,潮州,2023-01-03,124,8,6,,67,47,13,124
70,永和,2023-01-03,37,2,6,,10,37,,25
5,土城,2023-01-03,39,5,3,,8,28,39,12
23,竹東,2023-01-03,41,0,2,,5,12,41,21
16,大同,2023-01-03,53,2,8,,19,53,,31
49,仁武,2023-01-03,84,5,5,,40,52,20,84
11,士林,2023-01-03,40,0,3,,7,15,40,16
69,竹山,2023-01-03,43,2,3,,21,30,29,43
41,臺西,2023-01-03,44,2,2,,25,8,,44
27,三義,2023-01-03,35,2,2,,10,15,35,23
28,豐原,2023-01-03,25,2,3,,10,15,21,25
35,二林,2023-01-03,37,5,3,,26,20,37,36
18,大園,2023-01-03,40,8,2,,16,40,39,26
25,頭份,2023-01-03,22,5,3,,12,22,,21
13,萬華,2023-01-03,37,2,3,,5,32,37,23
40,朴子,2023-01-03,48,5,3,,28,18,32,48
53,楠梓,2023-01-03,73,2,5,,44,40,26,73
7,新莊,2023-01-03,37,0,3,,10,35,37,15
22,湖口,2023-01-03,40,2,2,,14,13,40,17
32,西屯,2023-01-03,36,0,3,,17,20,36,27
29,沙鹿,2023-01-03,38,2,3,,19,18,38,28
30,大里,2023-01-03,30,2,3,,14,28,30,19
20,平鎮,2023-01-03,40,0,5,,10,40,36,28
67,三重,2023-01-03,54,2,11,,9,54,,16
59,屏東,2023-01-03,92,2,5,,48,33,21,92
12,中山,2023-01-03,38,2,5,,8,38,36,16
64,陽明,2023-01-03,44,2,3,,2,3,44,2
83,麥寮,2023-01-03,40,2,3,,26,15,,40
21,龍潭,2023-01-03,40,2,2,,4,17,40,7
77,金門,2023-01-03,63,5,3,,32,18,37,63
72,埔里,2023-01-03,28,2,3,,13,18,28,16
3,萬里,2023-01-03,45,2,2,,44,5,45,35
80,關山,2023-01-03,35,0,2,,6,8,35,16
31,忠明,2023-01-03,35,2,3,,16,30,35,29
68,中壢,2023-01-03,48,2,7,,20,48,,30
78,馬公,2023-01-03,43,0,2,,20,5,43,33
51,大寮,2023-01-03,101,2,5,,52,55,19,101
39,新港,2023-01-03,46,2,3,,24,20,34,46
54,左營,2023-01-03,77,5,5,,47,40,28,77
24,新竹,2023-01-03,38,2,3,,13,20,38,23
17,桃園,2023-01-03,36,2,5,,9,27,36,18
65,宜蘭,2023-01-03,38,0,3,,4,17,38,9
52,林園,2023-01-03,94,10,6,,63,57,19,94
36,南投,2023-01-03,37,5,5,,22,37,28,37
15,松山,2023-01-03,38,2,3,,12,38,38,21
47,美濃,2023-01-03,78,0,3,,36,18,24,78
38,崙背,2023-01-03,43,2,3,,27,22,33,43
44,善化,2023-01-03,52,5,3,,25,30,30,52
50,鳳山,2023-01-03,106,5,9,,54,57,,106
61,恆春,2023-01-03,41,0,1,,4,0,41,8
37,斗六,2023-01-03,48,2,3,,25,27,27,48
56,前金,2023-01-03,88,5,5,,47,38,31,88
63,花蓮,2023-01-03,35,5,3,,11,17,35,9
62,臺東,2023-01-03,36,0,2,,9,17,36,8
14,古亭,2023-01-03,39,2,3,,10,28,39,27
6,板橋,2023-01-03,36,0,3,,9,33,36,26
57,前鎮,2023-01-03,91,2,6,,52,45,,91
45,安南,2023-01-03,57,2,3,,32,23,28,57
58,小港,2023-01-03,93,2,7,,49,53,24,93
26,苗栗,2023-01-03,37,5,2,,12,20,37,28
66,冬山,2023-01-03,47,0,3,,6,47,39,3
4,新店,2023-01-03,36,2,3,,7,30,36,12
52,林園,2023-01-04,64,10,5,,47,50,48,64
51,大寮,2023-01-04,76,5,5,,45,60,41,76
25,頭份,2023-01-04,35,5,3,,10,35,,19
50,鳳山,2023-01-04,75,8,9,,39,53,,75
6,板橋,2023-01-04,37,2,5,,12,37,31,33
3,萬里,2023-01-04,41,0,2,,38,10,41,38
49,仁武,2023-01-04,67,5,5,,32,45,36,67
24,新竹,2023-01-04,31,2,3,,13,25,31,25
12,中山,2023-01-04,47,2,6,,17,47,31,32
48,橋頭,2023-01-04,58,5,3,,40,38,40,58
47,美濃,2023-01-04,54,2,3,,30,25,38,54
23,竹東,2023-01-04,33,2,3,,7,25,33,20
46,臺南,2023-01-04,64,2,6,,31,33,36,64
45,安南,2023-01-04,50,2,3,,29,23,39,50
22,湖口,2023-01-04,33,2,2,,15,17,33,22
11,士林,2023-01-04,35,5,2,,12,17,35,27
44,善化,2023-01-04,39,8,2,,25,22,38,39
43,新營,2023-01-04,41,5,3,,27,23,37,41
21,龍潭,2023-01-04,33,0,3,,7,18,33,6
42,嘉義,2023-01-04,53,53,5,,,35,33,49
5,土城,2023-01-04,33,2,5,,11,33,31,17
1,基隆,2023-01-04,37,2,5,,19,35,37,
41,臺西,2023-01-04,42,5,2,,28,15,,42
20,平鎮,2023-01-04,33,2,3,,11,27,32,33
10,淡水,2023-01-04,36,2,3,,10,27,36,24
40,朴子,2023-01-04,43,5,2,,24,13,35,43
39,新港,2023-01-04,47,5,2,,28,15,37,47
19,觀音,2023-01-04,42,30,2,,30,12,37,42
85,大城,2023-01-04,44,0,2,,24,13,44,40
84,富貴角,2023-01-04,44,0,1,,39,2,44,44
38,崙背,2023-01-04,44,5,2,,30,17,37,44
9,林口,2023-01-04,42,2,3,,13,42,28,25
83,麥寮,2023-01-04,43,5,2,,30,18,,43
80,關山,2023-01-04,36,0,2,,5,7,36,17
37,斗六,2023-01-04,48,5,5,,30,33,35,48
65,宜蘭,2023-01-04,32,2,2,,5,12,32,16
16,大同,2023-01-04,56,2,10,,26,56,,48
32,西屯,2023-01-04,37,2,3,,20,37,33,24
66,冬山,2023-01-04,33,0,2,,4,28,33,5
2,汐止,2023-01-04,40,2,3,,15,40,31,34
8,菜寮,2023-01-04,34,2,5,,13,27,32,34
67,三重,2023-01-04,52,2,10,,18,52,,32
33,彰化,2023-01-04,36,2,3,,24,35,31,36
68,中壢,2023-01-04,42,2,7,,16,42,,28
69,竹山,2023-01-04,43,2,3,,28,32,33,43
17,桃園,2023-01-04,32,5,3,,13,25,32,27
34,線西,2023-01-04,46,8,5,,31,27,,46
70,永和,2023-01-04,34,2,6,,14,32,,34
71,復興,2023-01-04,63,2,7,,39,43,,63
35,二林,2023-01-04,39,8,3,,32,18,36,39
72,埔里,2023-01-04,41,2,5,,23,33,34,41
75,馬祖,2023-01-04,63,2,2,,32,10,38,63
18,大園,2023-01-04,47,12,2,,22,47,31,36
36,南投,2023-01-04,45,5,5,,22,45,31,31
77,金門,2023-01-04,51,2,3,,27,18,42,51
4,新店,2023-01-04,38,0,3,,10,38,30,16
78,馬公,2023-01-04,44,0,2,,29,5,41,44
64,陽明,2023-01-04,42,2,2,,3,2,42,3
31,忠明,2023-01-04,40,2,5,,17,40,30,27
63,花蓮,2023-01-04,42,2,6,,11,42,33,10
62,臺東,2023-01-04,38,0,2,,10,10,38,7
30,大里,2023-01-04,43,2,6,,19,43,30,25
15,松山,2023-01-04,50,5,3,,21,50,31,37
61,恆春,2023-01-04,43,2,1,,3,0,43,5
60,潮州,2023-01-04,81,8,3,,46,25,49,81
29,沙鹿,2023-01-04,34,2,3,,21,25,34,30
59,屏東,2023-01-04,69,5,5,,43,45,44,69
7,新莊,2023-01-04,32,2,3,,18,32,32,31
58,小港,2023-01-04,72,5,5,,43,57,35,72
28,豐原,2023-01-04,40,5,3,,10,40,20,22
14,古亭,2023-01-04,37,2,3,,13,28,32,37
57,前鎮,2023-01-04,69,2,6,,42,47,,69
56,前金,2023-01-04,67,2,5,,37,35,46,67
27,三義,2023-01-04,34,2,3,,10,33,34,18
54,左營,2023-01-04,63,5,3,,37,33,45,63
53,楠梓,2023-01-04,57,5,3,,38,38,42,57
26,苗栗,2023-01-04,33,8,3,,13,28,33,23
13,萬華,2023-01-04,45,5,5,,14,45,31,35
58,小港,2023-01-05,101,12,8,,64,78,21,101
6,板橋,2023-01-05,53,2,7,,14,53,22,33
4,新店,2023-01-05,43,2,5,,10,43,26,14
3,萬里,2023-01-05,38,0,1,,38,20,36,31
5,土城,2023-01-05,53,2,7,,13,53,25,19
78,馬公,2023-01-05,51,0,2,,33,5,41,51
67,三重,2023-01-05,60,2,18,,19,60,,30
85,大城,2023-01-05,46,0,1,,27,7,43,46
50,鳳山,2023-01-05,111,8,16,,64,75,,111
84,富貴角,2023-01-05,44,0,1,,32,7,44,25
83,麥寮,2023-01-05,47,2,1,,37,7,,47
2,汐止,2023-01-05,55,2,9,,12,55,23,23
80,關山,2023-01-05,32,2,2,,5,8,32,15
77,金門,2023-01-05,50,5,2,,29,25,39,50
75,馬祖,2023-01-05,52,5,3,,25,13,38,52
72,埔里,2023-01-05,39,2,5,,20,37,36,39
71,復興,2023-01-05,89,5,11,,56,69,,89
70,永和,2023-01-05,45,5,10,,13,45,,29
68,中壢,2023-01-05,52,2,9,,26,52,,40
1,基隆,2023-01-05,50,2,10,,13,50,31,20
69,竹山,2023-01-05,56,2,3,,30,35,44,56
66,冬山,2023-01-05,32,0,3,,6,32,27,3
65,宜蘭,2023-01-05,31,2,2,,5,20,31,7
64,陽明,2023-01-05,39,2,1,,3,2,39,2
63,花蓮,2023-01-05,31,2,3,,8,22,31,6
62,臺東,2023-01-05,34,2,2,,8,13,34,8
61,恆春,2023-01-05,37,2,1,,3,2,37,4
59,屏東,2023-01-05,126,15,10,,76,69,45,126
60,潮州,2023-01-05,113,10,5,,63,33,84,113
57,前鎮,2023-01-05,96,5,10,,62,68,,96
56,前金,2023-01-05,87,5,6,,54,52,38,87
54,左營,2023-01-05,79,10,6,,54,55,36,79
52,林園,2023-01-05,89,15,6,,67,57,46,89
51,大寮,2023-01-05,114,18,8,,72,68,30,114
53,楠梓,2023-01-05,77,5,5,,57,59,36,77
49,仁武,2023-01-05,86,8,6,,50,66,31,86
48,橋頭,2023-01-05,74,5,5,,57,52,36,74
47,美濃,2023-01-05,83,2,5,,48,27,49,83
46,臺南,2023-01-05,82,2,7,,42,42,32,82
45,安南,2023-01-05,65,2,3,,42,30,38,65
44,善化,2023-01-05,52,8,3,,37,35,37,52
42,嘉義,2023-01-05,61,30,5,,43,35,38,61
43,新營,2023-01-05,60,5,3,,39,42,39,60
41,臺西,2023-01-05,45,2,1,,35,8,,45
40,朴子,2023-01-05,56,5,2,,38,12,39,56
39,新港,2023-01-05,58,5,3,,39,30,38,58
38,崙背,2023-01-05,51,2,2,,38,17,35,51
37,斗六,2023-01-05,60,2,5,,41,32,38,60
35,二林,2023-01-05,46,8,2,,40,22,35,46
34,線西,2023-01-05,51,8,6,,32,27,,51
36,南投,2023-01-05,53,2,6,,30,40,31,53
33,彰化,2023-01-05,47,2,3,,28,27,30,47
32,西屯,2023-01-05,36,2,2,,23,23,33,36
31,忠明,2023-01-05,36,2,3,,21,27,31,36
30,大里,2023-01-05,46,8,8,,29,38,28,46
29,沙鹿,2023-01-05,36,2,2,,27,17,34,36
28,豐原,2023-01-05,35,2,2,,16,17,19,35
26,苗栗,2023-01-05,42,5,2,,23,28,31,42
27,三義,2023-01-05,32,2,2,,17,27,31,32
25,頭份,2023-01-05,37,5,2,,20,37,,31
24,新竹,2023-01-05,31,2,2,,21,22,31,28
23,竹東,2023-01-05,36,2,2,,19,25,27,36
22,湖口,2023-01-05,35,2,1,,18,13,35,26
20,平鎮,2023-01-05,37,2,3,,20,30,29,37
19,觀音,2023-01-05,39,12,1,,23,12,39,29
21,龍潭,2023-01-05,42,0,3,,13,42,25,17
18,大園,2023-01-05,48,20,1,,21,48,36,24
17,桃園,2023-01-05,38,10,3,,20,38,30,29
16,大同,2023-01-05,60,5,20,,24,60,,40
15,松山,2023-01-05,54,2,5,,15,54,22,20
14,古亭,2023-01-05,37,2,5,,11,37,25,24
13,萬華,2023-01-05,54,5,7,,11,54,21,25
12,中山,2023-01-05,52,2,6,,13,52,20,18
10,淡水,2023-01-05,34,0,2,,13,18,34,23
11,士林,2023-01-05,52,2,6,,14,52,30,21
9,林口,2023-01-05,31,0,2,,15,25,31,18
8,菜寮,2023-01-05,52,2,7,,14,52,28,27
7,新莊,2023-01-05,53,2,6,,17,53,31,20
85,大城,2023-01-06,50,2,1,,27,15,48,50
52,林園,2023-01-06,97,18,5,,73,55,40,97
53,楠梓,2023-01-06,77,5,3,,55,33,34,77
51,大寮,2023-01-06,107,5,5,,60,52,46,107
50,鳳山,2023-01-06,101,5,8,,57,57,,101
49,仁武,2023-01-06,93,5,5,,50,42,31,93
48,橋頭,2023-01-06,78,2,3,,53,32,31,78
46,臺南,2023-01-06,88,2,7,,47,38,23,88
45,安南,2023-01-06,73,2,3,,51,27,38,73
47,美濃,2023-01-06,67,2,3,,39,20,44,67
44,善化,2023-01-06,68,5,2,,47,23,37,68
43,新營,2023-01-06,64,8,2,,45,27,38,64
42,嘉義,2023-01-06,64,12,3,,39,32,36,64
41,臺西,2023-01-06,48,2,2,,32,15,,48
40,朴子,2023-01-06,61,2,2,,38,17,41,61
39,新港,2023-01-06,61,5,2,,40,22,39,61
38,崙背,2023-01-06,62,5,2,,39,18,36,62
36,南投,2023-01-06,48,2,3,,29,33,31,48
37,斗六,2023-01-06,68,2,3,,42,27,37,68
35,二林,2023-01-06,51,8,2,,38,17,38,51
34,線西,2023-01-06,52,8,6,,29,25,,52
33,彰化,2023-01-06,43,2,3,,25,28,32,43
32,西屯,2023-01-06,38,0,2,,19,17,35,38
31,忠明,2023-01-06,32,2,3,,17,28,32,32
29,沙鹿,2023-01-06,36,2,2,,20,17,36,32
28,豐原,2023-01-06,28,2,2,,12,17,22,28
30,大里,2023-01-06,46,2,6,,26,38,29,46
27,三義,2023-01-06,34,0,2,,9,17,34,25
26,苗栗,2023-01-06,49,5,2,,24,32,31,49
25,頭份,2023-01-06,33,10,3,,20,33,,32
24,新竹,2023-01-06,38,5,3,,20,38,33,31
23,竹東,2023-01-06,35,2,2,,17,23,35,34
22,湖口,2023-01-06,38,5,3,,20,38,38,34
20,平鎮,2023-01-06,52,2,6,,20,52,28,46
21,龍潭,2023-01-06,40,2,3,,12,40,31,23
56,前金,2023-01-06,98,2,3,,58,32,39,98
57,前鎮,2023-01-06,103,5,6,,64,42,,103
58,小港,2023-01-06,103,5,6,,63,67,24,103
59,屏東,2023-01-06,86,5,5,,53,30,47,86
60,潮州,2023-01-06,102,5,3,,56,35,80,102
63,花蓮,2023-01-06,38,12,3,,11,18,38,13
61,恆春,2023-01-06,41,0,1,,4,2,41,5
62,臺東,2023-01-06,32,0,2,,9,15,32,10
64,陽明,2023-01-06,44,2,2,,5,2,44,8
65,宜蘭,2023-01-06,36,2,3,,11,32,36,18
66,冬山,2023-01-06,35,2,2,,15,23,35,17
67,三重,2023-01-06,64,2,16,,26,64,,41
68,中壢,2023-01-06,60,2,14,,56,60,,56
70,永和,2023-01-06,55,5,14,,17,55,,41
69,竹山,2023-01-06,49,2,3,,26,32,39,49
71,復興,2023-01-06,96,2,7,,58,48,,96
72,埔里,2023-01-06,38,2,5,,18,30,38,36
75,馬祖,2023-01-06,65,5,2,,27,27,43,65
77,金門,2023-01-06,56,8,3,,34,38,44,56
78,馬公,2023-01-06,49,0,1,,27,7,49,41
80,關山,2023-01-06,34,2,1,,5,7,34,16
54,左營,2023-01-06,89,2,3,,57,38,37,89
19,觀音,2023-01-06,51,18,2,,25,51,41,40
18,大園,2023-01-06,56,10,3,,22,56,34,32
17,桃園,2023-01-06,55,8,6,,20,55,30,33
16,大同,2023-01-06,62,5,20,,29,62,,50
12,中山,2023-01-06,55,2,8,,19,55,18,33
15,松山,2023-01-06,57,2,5,,19,57,21,28
14,古亭,2023-01-06,43,2,5,,13,43,26,32
13,萬華,2023-01-06,55,2,7,,15,55,19,38
11,士林,2023-01-06,52,2,5,,17,52,32,31
10,淡水,2023-01-06,37,2,5,,14,35,37,32
9,林口,2023-01-06,42,0,3,,16,42,31,21
8,菜寮,2023-01-06,48,2,6,,17,48,21,37
7,新莊,2023-01-06,52,0,5,,18,52,30,25
6,板橋,2023-01-06,53,2,7,,18,53,22,40
4,新店,2023-01-06,40,2,5,,14,40,30,23
5,土城,2023-01-06,60,2,6,,17,60,30,27
3,萬里,2023-01-06,44,0,2,,34,17,44,35
2,汐止,2023-01-06,57,2,6,,14,57,24,27
1,基隆,2023-01-06,47,2,5,,15,47,34,26
83,麥寮,2023-01-06,53,5,2,,34,22,,53
84,富貴角,2023-01-06,51,0,1,,41,10,51,31
18,大園,2023-01-07,66,10,3,,47,52,58,66
85,大城,2023-01-07,97,2,3,,44,12,97,75
84,富貴角,2023-01-07,112,0,3,,56,8,112,74
83,麥寮,2023-01-07,80,5,3,,48,17,,80
80,關山,2023-01-07,40,2,2,,15,12,38,40
78,馬公,2023-01-07,100,0,3,,40,8,100,70
77,金門,2023-01-07,73,5,3,,49,17,67,73
75,馬祖,2023-01-07,122,12,5,,54,25,122,115
72,埔里,2023-01-07,50,2,5,,24,27,45,50
71,復興,2023-01-07,87,8,9,,55,52,,87
70,永和,2023-01-07,76,5,6,,44,28,,76
69,竹山,2023-01-07,89,5,5,,51,35,58,89
68,中壢,2023-01-07,76,2,9,,51,52,,76
67,三重,2023-01-07,77,2,12,,50,65,,77
66,冬山,2023-01-07,60,2,3,,38,45,34,60
65,宜蘭,2023-01-07,59,5,3,,30,28,34,59
64,陽明,2023-01-07,87,2,3,,41,7,87,65
63,花蓮,2023-01-07,45,2,5,,29,25,39,45
62,臺東,2023-01-07,38,0,3,,17,15,38,27
61,恆春,2023-01-07,54,2,2,,13,2,54,26
60,潮州,2023-01-07,87,8,3,,50,23,84,87
59,屏東,2023-01-07,98,18,6,,63,40,51,98
58,小港,2023-01-07,95,12,7,,54,58,47,95
57,前鎮,2023-01-07,88,12,7,,62,47,,88
54,左營,2023-01-07,90,8,6,,56,47,90,87
56,前金,2023-01-07,88,8,6,,51,37,80,88
53,楠梓,2023-01-07,87,8,6,,64,57,64,87
52,林園,2023-01-07,79,12,5,,59,55,77,79
51,大寮,2023-01-07,106,28,7,,61,53,45,106
50,鳳山,2023-01-07,93,12,9,,53,55,,93
49,仁武,2023-01-07,95,12,7,,52,53,46,95
47,美濃,2023-01-07,82,5,5,,49,27,64,82
46,臺南,2023-01-07,94,5,9,,50,52,47,94
